TimeCoordinate,Channel_1,Channel_2,Label
19,0.4731,0.5005,Extension
-,-,-,-
0,0.4829,0.522,Extension
1,0.4721,0.5034,Extension
2,0.4809,0.5161,Extension
3,0.4555,0.4829,Extension
4,0.4516,0.4839,Extension
5,0.4633,0.5406,Extension
6,0.652,0.8221,Extension
7,0.5767,0.7146,Extension
8,0.5122,0.5621,Extension
9,0.4976,0.5396,Extension
10,0.4614,0.4839,Extension
11,0.4555,0.4712,Extension
12,0.4516,0.4692,Extension
13,0.4526,0.4702,Extension
14,0.4995,0.5464,Extension
15,0.5181,0.5797,Extension
16,0.4907,0.5288,Extension
17,0.4721,0.4976,Extension
18,0.4282,0.4301,Extension
19,0.4135,0.4027,Extension
-,-,-,-
0,0.4673,0.4897,Extension
1,0.5073,0.567,Extension
2,0.522,0.5943,Extension
3,0.5024,0.5611,Extension
4,0.4487,0.4614,Extension
5,0.4467,0.4673,Extension
6,0.5288,0.7498,Extension
7,0.5679,0.7087,Extension
8,0.5494,0.6745,Extension
9,0.5543,0.6422,Extension
10,0.4956,0.5464,Extension
11,0.4311,0.4242,Extension
12,0.3978,0.3842,Extension
13,0.4428,0.4565,Extension
14,0.5015,0.5367,Extension
15,0.5337,0.5963,Extension
16,0.523,0.5846,Extension
17,0.4653,0.4897,Extension
18,0.4164,0.4154,Extension
19,0.4272,0.4428,Extension
-,-,-,-
0,0.4673,0.4976,Extension
1,0.4966,0.5376,Extension
2,0.5171,0.5806,Extension
3,0.479,0.5191,Extension
4,0.4389,0.4614,Extension
5,0.5679,0.6305,Extension
6,0.5562,0.6549,Extension
7,0.6276,0.781,Extension
8,0.6031,0.7107,Extension
9,0.4927,0.5337,Extension
10,0.4614,0.478,Extension
11,0.48,0.5083,Extension
12,0.4721,0.4995,Extension
13,0.4721,0.5024,Extension
14,0.4858,0.5142,Extension
15,0.4555,0.4682,Extension
16,0.4487,0.4545,Extension
17,0.4741,0.5024,Extension
18,0.479,0.5054,Extension
19,0.4829,0.5122,Extension
-,-,-,-
0,0.4917,0.5269,Extension
1,0.4526,0.4712,Extension
2,0.4457,0.4575,Extension
3,0.4643,0.4995,Extension
4,0.4721,0.5249,Extension
5,0.522,0.6031,Extension
6,0.5826,0.7302,Extension
7,0.7195,0.9589,Extension
8,0.6628,0.915,Extension
9,0.4966,0.5748,Extension
10,0.4712,0.52,Extension
11,0.48,0.52,Extension
12,0.5112,0.5533,Extension
13,0.5005,0.5396,Extension
14,0.4663,0.4858,Extension
15,0.4682,0.4897,Extension
16,0.4604,0.4829,Extension
17,0.4614,0.4819,Extension
18,0.4966,0.5337,Extension
19,0.4927,0.5308,Extension
-,-,-,-
0,0.4819,0.5161,Extension
1,0.4673,0.4946,Extension
2,0.4702,0.4917,Extension
3,0.4526,0.4712,Extension
4,0.4741,0.4946,Extension
5,0.5239,0.5621,Extension
6,0.7028,1,Extension
7,0.6794,0.9042,Extension
8,0.5464,0.6706,Extension
9,0.4585,0.5044,Extension
10,0.4448,0.4506,Extension
11,0.4614,0.4839,Extension
12,0.4761,0.4966,Extension
13,0.5112,0.5591,Extension
14,0.5347,0.5982,Extension
15,0.4927,0.5318,Extension
16,0.4545,0.4594,Extension
17,0.4516,0.4575,Extension
18,0.4506,0.4487,Extension
19,0.5015,0.5406,Extension
-,-,-,-
0,0.5552,0.6403,Extension
1,0.521,0.5894,Extension
2,0.4819,0.5318,Extension
3,0.434,0.4438,Extension
4,0.4066,0.392,Extension
5,0.4379,0.4487,Extension
6,0.566,0.5865,Extension
7,0.5934,0.7429,Extension
8,0.5963,0.7058,Extension
9,0.6109,0.694,Extension
10,0.4448,0.4829,Extension
11,0.4174,0.433,Extension
12,0.4819,0.5367,Extension
13,0.5279,0.5943,Extension
14,0.5455,0.6188,Extension
15,0.5337,0.5904,Extension
16,0.4624,0.479,Extension
17,0.4242,0.4203,Extension
18,0.4653,0.48,Extension
19,0.5064,0.5415,Extension
-,-,-,-
0,0.5171,0.5748,Extension
1,0.52,0.5738,Extension
2,0.4809,0.5249,Extension
3,0.4477,0.4614,Extension
4,0.4712,0.4946,Extension
5,0.5327,0.5865,Extension
6,0.6139,0.7517,Extension
7,0.6109,0.7732,Extension
8,0.5552,0.6246,Extension
9,0.478,0.5435,Extension
10,0.4839,0.5327,Extension
11,0.4985,0.5513,Extension
12,0.4829,0.5142,Extension
13,0.4809,0.5044,Extension
14,0.479,0.5122,Extension
15,0.4653,0.4927,Extension
16,0.4976,0.5386,Extension
17,0.5005,0.5572,Extension
18,0.4897,0.5318,Extension
19,0.4839,0.5044,Extension
-,-,-,-
0,0.4682,0.5073,Extension
1,0.4536,0.4741,Extension
2,0.5142,0.564,Extension
3,0.5455,0.6276,Extension
4,0.5171,0.697,Extension
5,0.5943,0.9511,Extension
6,0.5865,0.6833,Extension
7,0.4741,0.5161,Extension
8,0.4702,0.4946,Extension
9,0.4936,0.5357,Extension
10,0.4927,0.5288,Extension
11,0.5083,0.5523,Extension
12,0.5083,0.5562,Extension
13,0.4682,0.4868,Extension
14,0.4604,0.4761,Extension
15,0.478,0.5152,Extension
16,0.4878,0.5288,Extension
17,0.4985,0.5445,Extension
18,0.5171,0.5738,Extension
19,0.4839,0.5181,Extension
-,-,-,-
0,0.4643,0.4858,Extension
1,0.4721,0.5103,Extension
2,0.477,0.5064,Extension
3,0.4839,0.5132,Extension
4,0.5308,0.5758,Extension
5,0.5474,0.6354,Extension
6,0.5376,0.7644,Extension
7,0.6872,0.8895,Extension
8,0.6002,0.7116,Extension
9,0.4878,0.5064,Extension
10,0.479,0.5386,Extension
11,0.5093,0.5699,Extension
12,0.522,0.5855,Extension
13,0.5376,0.6022,Extension
14,0.5024,0.5396,Extension
15,0.4428,0.4457,Extension
16,0.4457,0.4497,Extension
17,0.4663,0.4907,Extension
18,0.5044,0.5621,Extension
19,0.5591,0.6432,Extension
-,-,-,-
0,0.5376,0.608,Extension
1,0.4712,0.4966,Extension
2,0.4409,0.4487,Extension
3,0.4282,0.4242,Extension
4,0.4575,0.4731,Extension
5,0.5494,0.5963,Extension
6,0.5718,0.6921,Extension
7,0.65,0.7898,Extension
8,0.5308,0.6158,Extension
9,0.4438,0.4839,Extension
10,0.433,0.4389,Extension
11,0.4946,0.5376,Extension
12,0.5464,0.6158,Extension
13,0.5523,0.6217,Extension
14,0.5112,0.5679,Extension
15,0.4624,0.4819,Extension
16,0.4301,0.433,Extension
17,0.4594,0.4761,Extension
18,0.523,0.5855,Extension
19,0.5357,0.5914,Extension
-,-,-,-
0,0.5054,0.5494,Extension
1,0.4868,0.5269,Extension
2,0.4565,0.4712,Extension
3,0.4614,0.4848,Extension
4,0.5142,0.5562,Extension
5,0.5269,0.563,Extension
6,0.6481,0.7322,Extension
7,0.6931,0.7048,Extension
8,0.5142,0.5904,Extension
9,0.4956,0.5445,Extension
10,0.5161,0.5679,Extension
11,0.4888,0.5191,Extension
12,0.4741,0.4897,Extension
13,0.4839,0.5103,Extension
14,0.4897,0.5191,Extension
15,0.4927,0.5347,Extension
16,0.5103,0.5601,Extension
17,0.5024,0.5455,Extension
18,0.4761,0.4985,Extension
19,0.4741,0.4936,Extension
-,-,-,-
0,0.48,0.5142,Extension
1,0.4936,0.5327,Extension
2,0.5103,0.565,Extension
3,0.5161,0.5748,Extension
4,0.4917,0.5279,Extension
5,0.5083,0.5582,Extension
6,0.6051,0.6804,Extension
7,0.5249,0.5777,Extension
8,0.5112,0.5709,Extension
9,0.523,0.5758,Extension
10,0.5024,0.5367,Extension
11,0.4956,0.5279,Extension
12,0.4936,0.5308,Extension
13,0.4682,0.4848,Extension
14,0.4839,0.5142,Extension
15,0.5034,0.5474,Extension
16,0.4956,0.5357,Extension
17,0.5015,0.5357,Extension
18,0.5005,0.5435,Extension
19,0.4721,0.4985,Extension
-,-,-,-
0,0.4663,0.4966,Extension
1,0.4936,0.5347,Extension
2,0.4868,0.5327,Extension
3,0.4966,0.5543,Extension
4,0.5093,0.5709,Extension
5,0.5748,0.5787,Extension
6,0.5298,0.7224,Extension
7,0.4917,0.5728,Extension
8,0.4751,0.4995,Extension
9,0.478,0.5122,Extension
10,0.5239,0.5904,Extension
11,0.5308,0.6022,Extension
12,0.5161,0.5767,Extension
13,0.4858,0.5327,Extension
14,0.4487,0.4545,Extension
15,0.4409,0.4565,Extension
16,0.5064,0.5591,Extension
17,0.5386,0.6217,Extension
18,0.5455,0.6276,Extension
19,0.5279,0.5934,Extension
-,-,-,-
0,0.4633,0.4809,Extension
1,0.4164,0.4135,Extension
2,0.4545,0.479,Extension
3,0.5064,0.5435,Extension
4,0.5914,0.7126,Extension
5,0.6843,0.8152,Extension
6,0.5777,0.6989,Extension
7,0.4409,0.5073,Extension
8,0.4242,0.435,Extension
9,0.4702,0.4858,Extension
10,0.5112,0.5601,Extension
11,0.564,0.6315,Extension
12,0.5464,0.6149,Extension
13,0.4819,0.5122,Extension
14,0.4409,0.4702,Extension
15,0.4526,0.4643,Extension
16,0.4829,0.5142,Extension
17,0.5318,0.6031,Extension
18,0.5327,0.5953,Extension
19,0.4917,0.5347,Extension
-,-,-,-
0,0.4614,0.4829,Extension
1,0.4565,0.4956,Extension
2,0.4682,0.5034,Extension
3,0.5005,0.5367,Extension
4,0.5103,0.5552,Extension
5,0.5152,0.5367,Extension
6,0.5679,0.8055,Extension
7,0.5601,0.7126,Extension
8,0.5181,0.6002,Extension
9,0.5112,0.5415,Extension
10,0.5015,0.5474,Extension
11,0.4682,0.5015,Extension
12,0.4809,0.5249,Extension
13,0.5005,0.5445,Extension
14,0.5103,0.5709,Extension
15,0.5191,0.5738,Extension
16,0.5181,0.5758,Extension
17,0.48,0.5132,Extension
18,0.4673,0.4936,Extension
19,0.4927,0.5425,Extension
-,-,-,-
0,0.5044,0.563,Extension
1,0.5122,0.5699,Extension
2,0.5288,0.5963,Extension
3,0.4927,0.5327,Extension
4,0.4741,0.4995,Extension
5,0.4839,0.5425,Extension
6,0.4761,0.5406,Extension
7,0.5699,0.7273,Extension
8,0.6325,0.7507,Extension
9,0.5503,0.6344,Extension
10,0.4809,0.5406,Extension
11,0.4839,0.5425,Extension
12,0.4927,0.5347,Extension
13,0.4956,0.5435,Extension
14,0.5279,0.5816,Extension
15,0.52,0.564,Extension
16,0.4966,0.5327,Extension
17,0.5015,0.5386,Extension
18,0.478,0.5171,Extension
19,0.479,0.5171,Extension
-,-,-,-
0,0.5064,0.5513,Extension
1,0.5132,0.566,Extension
2,0.5083,0.567,Extension
3,0.5327,0.5885,Extension
4,0.5552,0.5797,Extension
5,0.5445,0.607,Extension
6,0.5591,0.6716,Extension
7,0.5875,0.6843,Extension
8,0.52,0.565,Extension
9,0.5474,0.6207,Extension
10,0.5494,0.6246,Extension
11,0.5103,0.5601,Extension
12,0.477,0.4966,Extension
13,0.4614,0.4692,Extension
14,0.4682,0.4858,Extension
15,0.5239,0.5748,Extension
16,0.5758,0.6608,Extension
17,0.565,0.653,Extension
18,0.5288,0.5797,Extension
19,0.4653,0.4985,Extension
-,-,-,-
0,0.4409,0.4409,Extension
1,0.4839,0.521,Extension
2,0.5464,0.6168,Extension
3,0.5787,0.6647,Extension
4,0.5836,0.6706,Extension
5,0.521,0.5689,Extension
6,0.4457,0.4467,Extension
7,0.4487,0.4506,Extension
8,0.5112,0.5562,Extension
9,0.5435,0.6129,Extension
10,0.567,0.6471,Extension
11,0.5748,0.6295,Extension
12,0.7038,1,Extension
13,0.5709,0.696,Extension
14,0.5054,0.5474,Extension
15,0.5083,0.5415,Extension
16,0.5494,0.5973,Extension
17,0.5533,0.61,Extension
18,0.4946,0.5249,Extension
19,0.4897,0.5083,Extension
-,-,-,-
0,0.5005,0.5367,Extension
1,0.5064,0.5308,Extension
2,0.52,0.567,Extension
3,0.5318,0.5797,Extension
4,0.5054,0.5415,Extension
5,0.4936,0.522,Extension
6,0.5152,0.5474,Extension
7,0.5024,0.5279,Extension
8,0.4888,0.5161,Extension
9,0.5259,0.5562,Extension
10,0.4761,0.5054,Extension
11,0.5015,0.5279,Extension
12,0.6696,0.6921,Extension
13,0.6266,0.7283,Extension
14,0.5435,0.5943,Extension
15,0.5337,0.5601,Extension
16,0.4663,0.4761,Extension
17,0.478,0.4848,Extension
18,0.5015,0.5347,Extension
19,0.5073,0.5415,Extension
-,-,-,-
0,0.5073,0.5455,Extension
1,0.5103,0.5425,Extension
2,0.479,0.4966,Extension
3,0.4702,0.4878,Extension
4,0.4868,0.5239,Extension
5,0.5015,0.5425,Extension
6,0.5054,0.5474,Extension
7,0.52,0.5689,Extension
8,0.4966,0.5318,Extension
9,0.4731,0.4888,Extension
10,0.48,0.4956,Extension
11,0.5249,0.6882,Extension
12,0.565,0.6491,Extension
13,0.6051,0.6843,Extension
14,0.5543,0.6295,Extension
15,0.4956,0.5327,Extension
16,0.4848,0.5103,Extension
17,0.4878,0.5152,Extension
18,0.478,0.5005,Extension
19,0.5073,0.5327,Extension
-,-,-,-
0,0.5259,0.5728,Extension
1,0.5024,0.5386,Extension
2,0.5064,0.5376,Extension
3,0.4917,0.5288,Extension
4,0.4624,0.4829,Extension
5,0.4643,0.4927,Extension
6,0.4907,0.5191,Extension
7,0.5239,0.5591,Extension
8,0.5699,0.6051,Extension
9,0.5582,0.6012,Extension
10,0.5357,0.5269,Extension
11,0.5249,0.5894,Extension
12,0.5073,0.5611,Extension
13,0.5015,0.5122,Extension
14,0.5308,0.5816,Extension
15,0.564,0.6413,Extension
16,0.5288,0.5787,Extension
17,0.4721,0.4848,Extension
18,0.4438,0.4467,Extension
19,0.4389,0.4506,Extension
-,-,-,-
0,0.4956,0.5318,Extension
1,0.566,0.6422,Extension
2,0.565,0.6403,Extension
3,0.522,0.5689,Extension
4,0.4653,0.4809,Extension
5,0.4194,0.4086,Extension
6,0.4438,0.4516,Extension
7,0.5269,0.5572,Extension
8,0.6012,0.6344,Extension
9,0.6344,0.6549,Extension
10,0.5855,0.7175,Extension
11,0.521,0.5425,Extension
12,0.4467,0.4526,Extension
13,0.4956,0.523,Extension
14,0.5161,0.563,Extension
15,0.5357,0.5806,Extension
16,0.5171,0.5533,Extension
17,0.4692,0.4839,Extension
18,0.4643,0.479,Extension
19,0.4809,0.5044,Extension
-,-,-,-
0,0.4966,0.5269,Extension
1,0.5073,0.5367,Extension
2,0.5064,0.5415,Extension
3,0.4751,0.4956,Extension
4,0.4868,0.5132,Extension
5,0.5064,0.5445,Extension
6,0.4966,0.5337,Extension
7,0.4868,0.5425,Extension
8,0.5073,0.5543,Extension
9,0.5288,0.6813,Extension
10,0.5728,0.6764,Extension
11,0.522,0.5894,Extension
12,0.5122,0.5513,Extension
13,0.5024,0.5288,Extension
14,0.4868,0.5044,Extension
15,0.4643,0.4712,Extension
16,0.4839,0.5073,Extension
17,0.5093,0.5484,Extension
18,0.5171,0.5533,Extension
19,0.5191,0.565,Extension
-,-,-,-
0,0.5132,0.5523,Extension
1,0.4741,0.4936,Extension
2,0.4809,0.4946,Extension
3,0.4907,0.5259,Extension
4,0.4985,0.5357,Extension
5,0.5112,0.5513,Extension
6,0.5367,0.6178,Extension
7,0.52,0.5728,Extension
8,0.522,0.6188,Extension
9,0.6168,0.7126,Extension
10,0.5582,0.5992,Extension
11,0.5152,0.5543,Extension
12,0.5327,0.5816,Extension
13,0.5093,0.5376,Extension
14,0.4907,0.5112,Extension
15,0.4995,0.5259,Extension
16,0.48,0.5073,Extension
17,0.4927,0.523,Extension
18,0.5132,0.5572,Extension
19,0.5064,0.5474,Extension
-,-,-,-
0,0.5181,0.5611,Extension
1,0.5269,0.5777,Extension
2,0.4888,0.522,Extension
3,0.4741,0.4897,Extension
4,0.5064,0.5318,Extension
5,0.5269,0.5494,Extension
6,0.654,0.8065,Extension
7,0.6931,0.956,Extension
8,0.5963,0.6256,Extension
9,0.4907,0.5112,Extension
10,0.4741,0.4878,Extension
11,0.4712,0.4888,Extension
12,0.5142,0.5582,Extension
13,0.5758,0.6579,Extension
14,0.563,0.6383,Extension
15,0.521,0.567,Extension
16,0.4868,0.5024,Extension
17,0.437,0.433,Extension
18,0.4604,0.4712,Extension
19,0.5425,0.5973,Extension
-,-,-,-
0,0.5738,0.6579,Extension
1,0.5591,0.6266,Extension
2,0.5259,0.567,Extension
3,0.4907,0.5269,Extension
4,0.6158,0.6002,Extension
5,0.6579,0.7449,Extension
6,0.6637,0.7537,Extension
7,0.5953,0.6823,Extension
8,0.563,0.6266,Extension
9,0.4897,0.521,Extension
10,0.4555,0.4604,Extension
11,0.478,0.4995,Extension
12,0.5024,0.5337,Extension
13,0.5337,0.5865,Extension
14,0.5543,0.6246,Extension
15,0.5024,0.5386,Extension
16,0.4731,0.4878,Extension
17,0.4868,0.5259,Extension
18,0.5054,0.5337,Extension
19,0.5073,0.5376,Extension
-,-,-,-
0,0.5132,0.5494,Extension
1,0.5034,0.5298,Extension
2,0.4888,0.5064,Extension
3,0.5161,0.5396,Extension
4,0.5142,0.5484,Extension
5,0.5152,0.5288,Extension
6,0.6188,0.6354,Extension
7,0.6813,0.6618,Extension
8,0.6706,0.5718,Extension
9,0.5484,0.5982,Extension
10,0.5249,0.5806,Extension
11,0.5112,0.5415,Extension
12,0.4995,0.5337,Extension
13,0.4888,0.5112,Extension
14,0.477,0.4985,Extension
15,0.5024,0.5367,Extension
16,0.521,0.5709,Extension
17,0.5161,0.566,Extension
18,0.5054,0.5376,Extension
19,0.5112,0.5494,Extension
-,-,-,-
0,0.4761,0.4858,Extension
1,0.4897,0.5112,Extension
2,0.5054,0.5601,Extension
3,0.5171,0.565,Extension
4,0.5269,0.5836,Extension
5,0.6041,0.6764,Extension
6,0.737,0.6178,Extension
7,0.6422,0.7605,Extension
8,0.5152,0.5758,Extension
9,0.4985,0.5308,Extension
10,0.5239,0.5601,Extension
11,0.5298,0.566,Extension
12,0.4985,0.5191,Extension
13,0.4946,0.5132,Extension
14,0.5005,0.5269,Extension
15,0.4897,0.5015,Extension
16,0.5054,0.5376,Extension
17,0.522,0.565,Extension
18,0.5034,0.5396,Extension
19,0.5171,0.5494,Extension
-,-,-,-
0,0.5054,0.5347,Extension
1,0.4663,0.4809,Extension
2,0.478,0.4829,Extension
3,0.4897,0.5122,Extension
4,0.5054,0.5357,Extension
5,0.5376,0.5826,Extension
6,0.5601,0.6295,Extension
7,0.6579,0.7722,Extension
8,0.5738,0.609,Extension
9,0.5122,0.5298,Extension
10,0.4809,0.5083,Extension
11,0.5239,0.5728,Extension
12,0.5855,0.6637,Extension
13,0.5474,0.5973,Extension
14,0.4956,0.5112,Extension
15,0.4565,0.4526,Extension
16,0.4399,0.4203,Extension
17,0.4839,0.4868,Extension
18,0.5503,0.6109,Extension
19,0.5562,0.6266,Extension
-,-,-,-
0,0.5181,0.5484,Extension
1,0.4751,0.4868,Extension
2,0.4282,0.4086,Extension
3,0.4321,0.434,Extension
4,0.5083,0.5445,Extension
5,0.5562,0.6022,Extension
6,0.567,0.6305,Extension
7,0.6432,0.7488,Extension
8,0.7507,0.7067,Extension
9,0.4868,0.4956,Extension
10,0.4868,0.5005,Extension
11,0.521,0.5572,Extension
12,0.5327,0.5748,Extension
13,0.5259,0.5689,Extension
14,0.4761,0.4888,Extension
15,0.4663,0.4761,Extension
16,0.4985,0.5191,Extension
17,0.5034,0.5298,Extension
18,0.4995,0.5288,Extension
19,0.5112,0.5435,Extension
-,-,-,-
0,0.4858,0.5152,Extension
1,0.478,0.5034,Extension
2,0.522,0.5601,Extension
3,0.5269,0.5327,Extension
4,0.5015,0.5044,Extension
5,0.5386,0.567,Extension
6,0.5513,0.5973,Extension
7,0.5787,0.6461,Extension
8,0.5406,0.5709,Extension
9,0.52,0.5552,Extension
10,0.5024,0.5239,Extension
11,0.4936,0.5239,Extension
12,0.4721,0.4731,Extension
13,0.4878,0.5093,Extension
14,0.5152,0.5455,Extension
15,0.5181,0.5572,Extension
16,0.5152,0.5523,Extension
17,0.5122,0.5572,Extension
18,0.4888,0.5112,Extension
19,0.48,0.5044,Extension
-,-,-,-
0,0.5044,0.5337,Extension
1,0.523,0.5591,Extension
2,0.5161,0.5435,Extension
3,0.5318,0.5435,Extension
4,0.52,0.5171,Extension
5,0.52,0.4614,Extension
6,0.609,0.7146,Extension
7,0.608,0.7703,Extension
8,0.5152,0.5543,Extension
9,0.521,0.5582,Extension
10,0.5083,0.5337,Extension
11,0.4829,0.4936,Extension
12,0.4868,0.5034,Extension
13,0.4927,0.5191,Extension
14,0.4907,0.5064,Extension
15,0.5181,0.5523,Extension
16,0.5181,0.5601,Extension
17,0.5132,0.5513,Extension
18,0.5191,0.5591,Extension
19,0.5054,0.5357,Extension
-,-,-,-
0,0.4761,0.4927,Extension
1,0.4809,0.4917,Extension
2,0.5024,0.5318,Extension
3,0.52,0.5621,Extension
4,0.5386,0.6041,Extension
5,0.52,0.5572,Extension
6,0.4878,0.4721,Extension
7,0.5054,0.4487,Extension
8,0.5249,0.5327,Extension
9,0.4966,0.5171,Extension
10,0.5464,0.5943,Extension
11,0.565,0.6188,Extension
12,0.5161,0.5445,Extension
13,0.4653,0.4633,Extension
14,0.437,0.4145,Extension
15,0.4282,0.4145,Extension
16,0.4712,0.4858,Extension
17,0.5112,0.5552,Extension
18,0.4858,0.5122,Extension
19,0.4536,0.4536,Extension
-,-,-,-
0,0.4242,0.4027,Extension
1,0.4037,0.3646,Extension
2,0.4428,0.437,Extension
3,0.523,0.5709,Extension
4,0.5621,0.6217,Extension
5,0.5758,0.6442,Extension
6,0.5464,0.5963,Extension
7,0.437,0.4272,Extension
8,0.4477,0.4418,Extension
9,0.5298,0.5533,Extension
10,0.5308,0.5885,Extension
11,0.5259,0.564,Extension
12,0.5122,0.5367,Extension
13,0.4643,0.477,Extension
14,0.4497,0.4555,Extension
15,0.4917,0.5181,Extension
16,0.4888,0.5191,Extension
17,0.4907,0.5112,Extension
18,0.4985,0.5249,Extension
19,0.48,0.4976,Extension
-,-,-,-
0,0.4643,0.4839,Extension
1,0.5279,0.521,Extension
2,0.5161,0.52,Extension
3,0.4868,0.654,Extension
4,0.5122,0.5357,Extension
5,0.4741,0.4897,Extension
6,0.4692,0.4712,Extension
7,0.4868,0.5005,Extension
8,0.4741,0.48,Extension
9,0.4448,0.4409,Extension
10,0.4418,0.4389,Extension
11,0.4438,0.4418,Extension
12,0.4575,0.4643,Extension
13,0.4878,0.5142,Extension
14,0.4927,0.5191,Extension
15,0.4731,0.4809,Extension
16,0.4585,0.4565,Extension
17,0.4643,0.4751,Extension
18,0.4555,0.4604,Extension
19,0.4702,0.4848,Extension
-,-,-,-
0,0.5034,0.5396,Extension
1,0.4848,0.5093,Extension
2,0.478,0.4848,Extension
3,0.4712,0.4888,Extension
4,0.5562,0.7918,Extension
5,0.5953,0.7097,Extension
6,0.6667,0.7136,Extension
7,0.5572,0.6002,Extension
8,0.4946,0.5386,Extension
9,0.4956,0.5269,Extension
10,0.4751,0.4829,Extension
11,0.4614,0.4692,Extension
12,0.4839,0.5093,Extension
13,0.48,0.4985,Extension
14,0.4839,0.5034,Extension
15,0.5161,0.5591,Extension
16,0.4936,0.5327,Extension
17,0.4761,0.4956,Extension
18,0.4741,0.4966,Extension
19,0.4624,0.4545,Extension
-,-,-,-
0,0.4653,0.4702,Extension
1,0.5308,0.6403,Extension
2,0.608,0.7058,Extension
3,0.6989,1,Extension
4,0.607,0.7879,Extension
5,0.4624,0.4897,Extension
6,0.4213,0.3969,Extension
7,0.4624,0.4585,Extension
8,0.4946,0.5269,Extension
9,0.5259,0.5709,Extension
10,0.5171,0.5611,Extension
11,0.4712,0.4809,Extension
12,0.4174,0.3949,Extension
13,0.4213,0.3988,Extension
14,0.4712,0.479,Extension
15,0.5044,0.5513,Extension
16,0.5406,0.5992,Extension
17,0.5083,0.5425,Extension
18,0.4448,0.4399,Extension
19,0.4027,0.3754,Extension
-,-,-,-
0,0.435,0.437,Extension
1,0.4712,0.4907,Extension
2,0.5161,0.5562,Extension
3,0.5367,0.5855,Extension
4,0.478,0.4936,Extension
5,0.5064,0.7019,Extension
6,0.6422,0.7771,Extension
7,0.4976,0.5357,Extension
8,0.4956,0.52,Extension
9,0.5249,0.5582,Extension
10,0.4927,0.5132,Extension
11,0.4506,0.4614,Extension
12,0.4594,0.4633,Extension
13,0.4575,0.4633,Extension
14,0.4741,0.4936,Extension
15,0.4936,0.5122,Extension
16,0.4809,0.4936,Extension
17,0.4575,0.4712,Extension
18,0.4712,0.4888,Extension
19,0.4721,0.5024,Extension
-,-,-,-
0,0.4682,0.4868,Extension
1,0.477,0.4878,Extension
2,0.4487,0.4624,Extension
3,0.4536,0.4418,Extension
4,0.5376,0.5337,Extension
5,0.5738,0.5875,Extension
6,0.6999,1,Extension
7,0.8172,0.8612,Extension
8,0.5435,0.5562,Extension
9,0.4536,0.4457,Extension
10,0.4575,0.4448,Extension
11,0.4712,0.4848,Extension
12,0.478,0.4917,Extension
13,0.4927,0.5161,Extension
14,0.479,0.4985,Extension
15,0.4487,0.4428,Extension
16,0.4506,0.4516,Extension
17,0.4585,0.4712,Extension
18,0.4673,0.4819,Extension
19,0.4839,0.5083,Extension
-,-,-,-
0,0.4888,0.521,Extension
1,0.4536,0.4653,Extension
2,0.4389,0.433,Extension
3,0.4526,0.4545,Extension
4,0.4809,0.4702,Extension
5,0.6628,0.6891,Extension
6,0.6725,0.8338,Extension
7,0.7214,1,Extension
8,0.6188,0.654,Extension
9,0.4761,0.5142,Extension
10,0.4536,0.4731,Extension
11,0.4673,0.4731,Extension
12,0.4927,0.522,Extension
13,0.4829,0.5064,Extension
14,0.4839,0.5093,Extension
15,0.4897,0.5239,Extension
16,0.4663,0.4809,Extension
17,0.4428,0.4438,Extension
18,0.4702,0.4888,Extension
