TimeCoordinate,Channel_1,Channel_2,Label
19,0.4721,0.5024,Extension
-,-,-,-
0,0.4839,0.5269,Extension
1,0.5103,0.5777,Extension
2,0.4848,0.5259,Extension
3,0.4399,0.4497,Extension
4,0.4321,0.435,Extension
5,0.4389,0.4448,Extension
6,0.4741,0.4917,Extension
7,0.5425,0.6285,Extension
8,0.6716,1,Extension
9,0.6207,0.782,Extension
10,0.4692,0.5601,Extension
11,0.4135,0.4115,Extension
12,0.4301,0.436,Extension
13,0.5044,0.5415,Extension
14,0.5357,0.5914,Extension
15,0.5093,0.5601,Extension
16,0.48,0.5093,Extension
17,0.4223,0.4184,Extension
18,0.4027,0.39,Extension
19,0.4585,0.48,Extension
-,-,-,-
0,0.5073,0.5621,Extension
1,0.5181,0.5806,Extension
2,0.5132,0.5709,Extension
3,0.4438,0.4673,Extension
4,0.4027,0.4096,Extension
5,0.4233,0.4516,Extension
6,0.5152,0.5894,Extension
7,0.5885,0.6745,Extension
8,0.6637,0.7038,Extension
9,0.4839,0.5259,Extension
10,0.4399,0.4477,Extension
11,0.4457,0.4692,Extension
12,0.4741,0.5005,Extension
13,0.4692,0.4917,Extension
14,0.4819,0.5044,Extension
15,0.4663,0.4946,Extension
16,0.4555,0.477,Extension
17,0.4751,0.5054,Extension
18,0.4819,0.5161,Extension
19,0.4663,0.4878,Extension
-,-,-,-
0,0.4604,0.479,Extension
1,0.4585,0.477,Extension
2,0.4448,0.4712,Extension
3,0.4682,0.4946,Extension
4,0.4858,0.5318,Extension
5,0.4761,0.4927,Extension
6,0.6383,0.5679,Extension
7,0.5552,0.6931,Extension
8,0.5885,0.564,Extension
9,0.48,0.4907,Extension
10,0.4741,0.5161,Extension
11,0.477,0.5161,Extension
12,0.4809,0.5142,Extension
13,0.479,0.5132,Extension
14,0.4516,0.4643,Extension
15,0.4614,0.48,Extension
16,0.4721,0.5024,Extension
17,0.4751,0.5073,Extension
18,0.4936,0.5259,Extension
19,0.48,0.5161,Extension
-,-,-,-
0,0.4438,0.4575,Extension
1,0.4438,0.4614,Extension
2,0.4585,0.4858,Extension
3,0.4604,0.4897,Extension
4,0.479,0.5239,Extension
5,0.4819,0.5181,Extension
6,0.4565,0.4731,Extension
7,0.4594,0.477,Extension
8,0.4506,0.4731,Extension
9,0.4457,0.4526,Extension
10,0.5435,0.5367,Extension
11,0.6432,0.7458,Extension
12,0.5044,0.5435,Extension
13,0.478,0.5132,Extension
14,0.4653,0.4868,Extension
15,0.4448,0.4467,Extension
16,0.4438,0.4438,Extension
17,0.4633,0.4839,Extension
18,0.478,0.4946,Extension
19,0.5112,0.5552,Extension
-,-,-,-
0,0.5122,0.5591,Extension
1,0.4614,0.4809,Extension
2,0.4311,0.4311,Extension
3,0.4389,0.4399,Extension
4,0.4487,0.4712,Extension
5,0.5024,0.5533,Extension
6,0.5435,0.6129,Extension
7,0.4946,0.5455,Extension
8,0.4448,0.4516,Extension
9,0.437,0.4242,Extension
10,0.477,0.4917,Extension
11,0.609,0.6979,Extension
12,0.5689,0.6979,Extension
13,0.5455,0.6227,Extension
14,0.4858,0.5279,Extension
15,0.4604,0.4741,Extension
16,0.4223,0.4145,Extension
17,0.4428,0.4389,Extension
18,0.52,0.5718,Extension
19,0.5445,0.6139,Extension
-,-,-,-
0,0.5239,0.5787,Extension
1,0.4956,0.5337,Extension
2,0.4389,0.4477,Extension
3,0.4223,0.4301,Extension
4,0.4819,0.5191,Extension
5,0.5054,0.564,Extension
6,0.5171,0.567,Extension
7,0.4917,0.5435,Extension
8,0.4721,0.4663,Extension
9,0.4545,0.4565,Extension
10,0.6139,0.6491,Extension
11,0.6569,0.654,Extension
12,0.5239,0.5806,Extension
13,0.4907,0.5435,Extension
14,0.4692,0.4995,Extension
15,0.4721,0.4936,Extension
16,0.5083,0.5562,Extension
17,0.4985,0.5318,Extension
18,0.478,0.5034,Extension
19,0.4839,0.5239,Extension
-,-,-,-
0,0.4673,0.4936,Extension
1,0.4731,0.5132,Extension
2,0.5005,0.5601,Extension
3,0.4917,0.5396,Extension
4,0.478,0.5152,Extension
5,0.4809,0.5161,Extension
6,0.4506,0.4761,Extension
7,0.4614,0.4888,Extension
8,0.4927,0.5435,Extension
9,0.5024,0.5474,Extension
10,0.48,0.5083,Extension
11,0.4927,0.5161,Extension
12,0.563,0.6706,Extension
13,0.5474,0.61,Extension
14,0.4936,0.5601,Extension
15,0.5064,0.5591,Extension
16,0.4956,0.5337,Extension
17,0.5015,0.5474,Extension
18,0.4907,0.5269,Extension
19,0.4565,0.4712,Extension
-,-,-,-
0,0.4741,0.4995,Extension
1,0.4848,0.5171,Extension
2,0.4829,0.5024,Extension
3,0.4985,0.5298,Extension
4,0.4907,0.5249,Extension
5,0.4604,0.4829,Extension
6,0.4702,0.4917,Extension
7,0.4614,0.4829,Extension
8,0.4663,0.4917,Extension
9,0.4936,0.5406,Extension
10,0.4839,0.5249,Extension
11,0.478,0.5112,Extension
12,0.4848,0.5347,Extension
13,0.4839,0.4888,Extension
14,0.5015,0.6149,Extension
15,0.6276,0.6852,Extension
16,0.6139,0.8201,Extension
17,0.5171,0.6178,Extension
18,0.5249,0.5846,Extension
19,0.4936,0.5327,Extension
-,-,-,-
0,0.4477,0.4536,Extension
1,0.4409,0.4438,Extension
2,0.4604,0.4692,Extension
3,0.4858,0.5181,Extension
4,0.5298,0.5914,Extension
5,0.5249,0.5797,Extension
6,0.4731,0.5034,Extension
7,0.434,0.435,Extension
8,0.4164,0.4057,Extension
9,0.437,0.4438,Extension
10,0.4985,0.5552,Extension
11,0.5367,0.6119,Extension
12,0.5103,0.563,Extension
13,0.4985,0.5142,Extension
14,0.6109,0.6628,Extension
15,0.6334,0.741,Extension
16,0.5758,0.6031,Extension
17,0.5298,0.5885,Extension
18,0.5279,0.6002,Extension
19,0.5054,0.5543,Extension
-,-,-,-
0,0.4536,0.4712,Extension
1,0.4115,0.4047,Extension
2,0.4448,0.4633,Extension
3,0.4839,0.5161,Extension
4,0.4985,0.5455,Extension
5,0.5034,0.5494,Extension
6,0.4643,0.4888,Extension
7,0.4242,0.434,Extension
8,0.4399,0.4516,Extension
9,0.4575,0.4839,Extension
10,0.4839,0.5132,Extension
11,0.5582,0.61,Extension
12,0.6041,0.6051,Extension
13,0.6285,0.6364,Extension
14,0.6452,0.7879,Extension
15,0.5024,0.5425,Extension
16,0.4624,0.4829,Extension
17,0.4545,0.4643,Extension
18,0.4516,0.4702,Extension
19,0.4575,0.4809,Extension
-,-,-,-
0,0.4761,0.5191,Extension
1,0.4936,0.5513,Extension
2,0.4809,0.5386,Extension
3,0.4604,0.4927,Extension
4,0.4536,0.4839,Extension
5,0.4526,0.4761,Extension
6,0.4663,0.5005,Extension
7,0.4966,0.5533,Extension
8,0.4878,0.5347,Extension
9,0.4624,0.4956,Extension
10,0.4604,0.4888,Extension
11,0.4448,0.4721,Extension
12,0.4497,0.477,Extension
13,0.5885,0.7859,Extension
14,0.5992,0.6843,Extension
15,0.4888,0.5474,Extension
16,0.4858,0.5376,Extension
17,0.4594,0.4907,Extension
18,0.4428,0.4663,Extension
19,0.4673,0.5054,Extension
-,-,-,-
0,0.4819,0.5269,Extension
1,0.4761,0.5171,Extension
2,0.4956,0.5425,Extension
3,0.4633,0.5015,Extension
4,0.4497,0.4702,Extension
5,0.4594,0.4985,Extension
6,0.5552,0.6813,Extension
7,0.6432,0.7801,Extension
8,0.6979,0.826,Extension
9,0.4995,0.5924,Extension
10,0.4643,0.5112,Extension
11,0.4702,0.5161,Extension
12,0.4438,0.4682,Extension
13,0.4418,0.4536,Extension
14,0.4692,0.5054,Extension
15,0.4809,0.521,Extension
16,0.5015,0.5543,Extension
17,0.5024,0.5582,Extension
18,0.4477,0.4731,Extension
19,0.4106,0.4106,Extension
-,-,-,-
0,0.437,0.4604,Extension
1,0.4545,0.4888,Extension
2,0.4888,0.5543,Extension
3,0.5249,0.608,Extension
4,0.5015,0.5582,Extension
5,0.5396,0.5386,Extension
6,0.4653,0.5464,Extension
7,0.4291,0.4604,Extension
8,0.4614,0.4946,Extension
9,0.5259,0.5992,Extension
10,0.5132,0.5689,Extension
11,0.4575,0.4829,Extension
12,0.4223,0.4233,Extension
13,0.3969,0.391,Extension
14,0.4233,0.433,Extension
15,0.4946,0.5464,Extension
16,0.5161,0.5718,Extension
17,0.4868,0.5445,Extension
18,0.4594,0.4985,Extension
19,0.4086,0.4223,Extension
-,-,-,-
0,0.4086,0.4164,Extension
1,0.4663,0.5132,Extension
2,0.4927,0.5347,Extension
3,0.4956,0.5415,Extension
4,0.4761,0.5269,Extension
5,0.4712,0.5161,Extension
6,0.5327,0.6852,Extension
7,0.5699,0.7058,Extension
8,0.5103,0.5327,Extension
9,0.4848,0.5181,Extension
10,0.4878,0.5376,Extension
11,0.4614,0.4917,Extension
12,0.4555,0.4897,Extension
13,0.4878,0.5288,Extension
14,0.4741,0.5083,Extension
15,0.4585,0.4761,Extension
16,0.4624,0.4995,Extension
17,0.4497,0.4721,Extension
18,0.4624,0.5015,Extension
19,0.4888,0.5415,Extension
-,-,-,-
0,0.4809,0.5288,Extension
1,0.4565,0.4888,Extension
2,0.4702,0.5103,Extension
3,0.4545,0.5015,Extension
4,0.4702,0.4995,Extension
5,0.5543,0.6716,Extension
6,0.608,0.7146,Extension
7,0.6227,0.6979,Extension
8,0.5318,0.5748,Extension
9,0.4575,0.4946,Extension
10,0.4457,0.4692,Extension
11,0.4761,0.5152,Extension
12,0.4848,0.5279,Extension
13,0.4868,0.5337,Extension
14,0.4907,0.5435,Extension
15,0.4692,0.5034,Extension
16,0.4321,0.4516,Extension
17,0.4536,0.4829,Extension
18,0.4585,0.4946,Extension
19,0.4585,0.4936,Extension
-,-,-,-
0,0.4751,0.5171,Extension
1,0.4643,0.5005,Extension
2,0.4418,0.4702,Extension
3,0.4438,0.4624,Extension
4,0.4409,0.478,Extension
5,0.4839,0.5181,Extension
6,0.563,0.6999,Extension
7,0.5806,0.6364,Extension
8,0.4858,0.522,Extension
9,0.4897,0.5288,Extension
10,0.4536,0.478,Extension
11,0.4389,0.4536,Extension
12,0.4585,0.4917,Extension
13,0.4663,0.5073,Extension
14,0.4936,0.5523,Extension
15,0.521,0.5963,Extension
16,0.4692,0.52,Extension
17,0.436,0.4545,Extension
18,0.4194,0.434,Extension
19,0.4223,0.4203,Extension
-,-,-,-
0,0.4585,0.4927,Extension
1,0.5093,0.5797,Extension
2,0.5044,0.567,Extension
3,0.4741,0.5376,Extension
4,0.4076,0.477,Extension
5,0.4487,0.61,Extension
6,0.5533,0.6344,Extension
7,0.6432,0.7977,Extension
8,0.6295,0.8143,Extension
9,0.5171,0.5816,Extension
10,0.4585,0.4956,Extension
11,0.3969,0.3998,Extension
12,0.3969,0.3881,Extension
13,0.4526,0.4927,Extension
14,0.4927,0.5494,Extension
15,0.5044,0.5748,Extension
16,0.4848,0.5386,Extension
17,0.4203,0.4399,Extension
18,0.4057,0.4164,Extension
19,0.4321,0.4526,Extension
-,-,-,-
0,0.4536,0.4897,Extension
1,0.4829,0.5367,Extension
2,0.4858,0.5435,Extension
3,0.4457,0.479,Extension
4,0.4321,0.4516,Extension
5,0.435,0.4692,Extension
6,0.4936,0.4966,Extension
7,0.5425,0.5191,Extension
8,0.6012,0.6911,Extension
9,0.5523,0.6862,Extension
10,0.4868,0.5591,Extension
11,0.477,0.5122,Extension
12,0.4565,0.4897,Extension
13,0.4506,0.4839,Extension
14,0.4604,0.4888,Extension
15,0.4321,0.4467,Extension
16,0.4389,0.4604,Extension
17,0.4614,0.5024,Extension
18,0.4604,0.4976,Extension
19,0.4604,0.4946,Extension
-,-,-,-
0,0.4545,0.4868,Extension
1,0.4291,0.4477,Extension
2,0.433,0.4497,Extension
3,0.4585,0.4936,Extension
4,0.4633,0.5064,Extension
5,0.4682,0.5191,Extension
6,0.523,0.5152,Extension
7,0.5308,0.6931,Extension
8,0.6188,0.6872,Extension
9,0.6197,0.7019,Extension
10,0.48,0.5064,Extension
11,0.478,0.5132,Extension
12,0.4819,0.5347,Extension
13,0.4506,0.4702,Extension
14,0.437,0.4487,Extension
15,0.434,0.4565,Extension
16,0.4311,0.4536,Extension
17,0.4594,0.4888,Extension
18,0.4761,0.5269,Extension
19,0.4575,0.4956,Extension
-,-,-,-
0,0.4418,0.4721,Extension
1,0.4487,0.4809,Extension
2,0.4291,0.4506,Extension
3,0.4418,0.4614,Extension
4,0.4643,0.5034,Extension
5,0.4585,0.4897,Extension
6,0.477,0.5181,Extension
7,0.48,0.5122,Extension
8,0.5103,0.5611,Extension
9,0.5836,0.7292,Extension
10,0.6129,1,Extension
11,0.5132,0.6774,Extension
12,0.4995,0.5386,Extension
13,0.4878,0.5455,Extension
14,0.4741,0.5279,Extension
15,0.4565,0.4868,Extension
16,0.4194,0.4301,Extension
17,0.4106,0.4174,Extension
18,0.4497,0.4839,Extension
19,0.4868,0.5367,Extension
-,-,-,-
0,0.5044,0.5718,Extension
1,0.4897,0.5415,Extension
2,0.4311,0.4585,Extension
3,0.3842,0.3803,Extension
4,0.4106,0.4194,Extension
5,0.4545,0.4907,Extension
6,0.5171,0.65,Extension
7,0.608,0.6911,Extension
8,0.6559,0.8847,Extension
9,0.4741,0.5738,Extension
10,0.4555,0.4536,Extension
11,0.4291,0.4438,Extension
12,0.479,0.5249,Extension
13,0.5298,0.6051,Extension
14,0.4976,0.5455,Extension
15,0.4272,0.4555,Extension
16,0.4086,0.433,Extension
17,0.4154,0.4291,Extension
18,0.4457,0.4751,Extension
19,0.4995,0.5689,Extension
-,-,-,-
0,0.4907,0.5513,Extension
1,0.4545,0.4946,Extension
2,0.4457,0.4702,Extension
3,0.4291,0.4497,Extension
4,0.436,0.4712,Extension
5,0.4761,0.5298,Extension
6,0.4761,0.5142,Extension
7,0.5181,0.5376,Extension
8,0.4751,0.5464,Extension
9,0.4516,0.4829,Extension
10,0.4555,0.4878,Extension
11,0.477,0.5181,Extension
12,0.4487,0.4702,Extension
13,0.436,0.4506,Extension
14,0.4575,0.4829,Extension
15,0.4536,0.4868,Extension
16,0.477,0.5181,Extension
17,0.4819,0.5318,Extension
18,0.4516,0.4848,Extension
19,0.4379,0.4526,Extension
-,-,-,-
0,0.4487,0.4809,Extension
1,0.4399,0.4614,Extension
2,0.4692,0.5122,Extension
3,0.479,0.5181,Extension
4,0.4604,0.4966,Extension
5,0.4555,0.4878,Extension
6,0.5024,0.5396,Extension
7,0.563,0.6833,Extension
8,0.4888,0.5611,Extension
9,0.4721,0.5122,Extension
10,0.4682,0.4985,Extension
11,0.477,0.5171,Extension
12,0.4536,0.4809,Extension
13,0.4301,0.4526,Extension
14,0.4418,0.4653,Extension
15,0.4506,0.4868,Extension
16,0.4565,0.4936,Extension
17,0.479,0.5239,Extension
18,0.4624,0.4927,Extension
19,0.4428,0.4721,Extension
-,-,-,-
0,0.4418,0.4643,Extension
1,0.4438,0.4673,Extension
2,0.4418,0.4643,Extension
3,0.4555,0.4927,Extension
4,0.5181,0.5582,Extension
5,0.6276,0.7273,Extension
6,0.5543,0.6188,Extension
7,0.4604,0.5054,Extension
8,0.4233,0.435,Extension
9,0.4536,0.4819,Extension
10,0.4761,0.5142,Extension
11,0.4897,0.5376,Extension
12,0.5093,0.5718,Extension
13,0.477,0.5161,Extension
14,0.4213,0.4301,Extension
15,0.4233,0.4389,Extension
16,0.436,0.4409,Extension
17,0.4721,0.5112,Extension
18,0.5279,0.6012,Extension
19,0.5034,0.5601,Extension
-,-,-,-
0,0.4409,0.4633,Extension
1,0.4145,0.4223,Extension
2,0.4057,0.3861,Extension
3,0.4741,0.5298,Extension
4,0.8182,0.9404,Extension
5,0.7234,1,Extension
6,0.5367,0.5885,Extension
7,0.4536,0.4751,Extension
8,0.3988,0.3949,Extension
9,0.4037,0.4057,Extension
10,0.4741,0.5239,Extension
11,0.5239,0.6002,Extension
12,0.5171,0.5934,Extension
13,0.4936,0.5494,Extension
14,0.436,0.4536,Extension
15,0.4096,0.4115,Extension
16,0.4555,0.4888,Extension
17,0.4829,0.5357,Extension
18,0.4976,0.5572,Extension
19,0.4956,0.5474,Extension
-,-,-,-
0,0.4438,0.4702,Extension
1,0.4242,0.433,Extension
2,0.4643,0.4819,Extension
3,0.5054,0.5503,Extension
4,0.6676,0.9365,Extension
5,0.7263,0.8348,Extension
6,0.4575,0.5083,Extension
7,0.4555,0.4848,Extension
8,0.4721,0.5132,Extension
9,0.4585,0.4976,Extension
10,0.4555,0.4966,Extension
11,0.4594,0.4907,Extension
12,0.4409,0.4663,Extension
13,0.4448,0.4721,Extension
14,0.4712,0.5191,Extension
15,0.4673,0.5132,Extension
16,0.4555,0.4917,Extension
17,0.4585,0.4995,Extension
18,0.433,0.4536,Extension
19,0.435,0.4497,Extension
-,-,-,-
0,0.477,0.5191,Extension
1,0.4692,0.5024,Extension
2,0.5015,0.5836,Extension
3,0.6432,0.7664,Extension
4,0.5611,0.7009,Extension
5,0.4487,0.4761,Extension
6,0.4673,0.4966,Extension
7,0.4614,0.4985,Extension
8,0.4731,0.5122,Extension
9,0.4917,0.5445,Extension
10,0.4633,0.4956,Extension
11,0.4409,0.4594,Extension
12,0.4467,0.4741,Extension
13,0.4448,0.4692,Extension
14,0.4643,0.4917,Extension
15,0.4839,0.5259,Extension
16,0.4633,0.4946,Extension
17,0.4585,0.4741,Extension
18,0.4467,0.4907,Extension
19,0.5103,0.5816,Extension
-,-,-,-
0,0.6442,1,Extension
1,0.6041,0.7058,Extension
2,0.4809,0.522,Extension
3,0.4692,0.5083,Extension
4,0.4721,0.5112,Extension
5,0.4418,0.4624,Extension
6,0.4272,0.433,Extension
7,0.4526,0.4721,Extension
8,0.4575,0.4829,Extension
9,0.4917,0.5357,Extension
10,0.5122,0.5748,Extension
11,0.4878,0.5425,Extension
12,0.4457,0.4712,Extension
13,0.433,0.4457,Extension
14,0.4242,0.436,Extension
15,0.4614,0.5034,Extension
16,0.5337,0.6178,Extension
17,0.5171,0.5934,Extension
18,0.48,0.5347,Extension
19,0.4418,0.4565,Extension
-,-,-,-
0,0.4086,0.3939,Extension
1,0.4213,0.4223,Extension
2,0.5259,0.6031,Extension
3,0.6422,0.9619,Extension
4,0.5728,0.826,Extension
5,0.521,0.5582,Extension
6,0.4145,0.4106,Extension
7,0.4057,0.4018,Extension
8,0.4594,0.4848,Extension
9,0.4976,0.5591,Extension
10,0.5269,0.609,Extension
11,0.5181,0.5855,Extension
12,0.4506,0.479,Extension
13,0.4174,0.4262,Extension
14,0.4409,0.4673,Extension
15,0.4761,0.5132,Extension
16,0.5083,0.5679,Extension
17,0.5073,0.5689,Extension
18,0.4633,0.5015,Extension
19,0.4477,0.4731,Extension
-,-,-,-
0,0.4516,0.4858,Extension
1,0.4565,0.4985,Extension
2,0.4721,0.5181,Extension
3,0.4829,0.5357,Extension
4,0.4545,0.4976,Extension
5,0.4633,0.4878,Extension
6,0.5386,0.7429,Extension
7,0.5885,0.738,Extension
8,0.6686,0.8651,Extension
9,0.5318,0.6051,Extension
10,0.4624,0.4956,Extension
11,0.4663,0.5142,Extension
12,0.4936,0.5572,Extension
13,0.479,0.5347,Extension
14,0.4467,0.4878,Extension
15,0.4379,0.4927,Extension
16,0.4213,0.4487,Extension
17,0.4184,0.4506,Extension
18,0.4487,0.4956,Extension
19,0.4487,0.5034,Extension
-,-,-,-
0,0.4575,0.5064,Extension
1,0.4956,0.5396,Extension
2,0.4487,0.4917,Extension
3,0.4497,0.4878,Extension
4,0.478,0.5396,Extension
5,0.4858,0.5425,Extension
6,0.6608,0.653,Extension
7,0.6325,0.8182,Extension
8,0.523,0.5777,Extension
9,0.4751,0.521,Extension
10,0.4761,0.5279,Extension
11,0.4682,0.5142,Extension
12,0.4839,0.5347,Extension
13,0.5112,0.5846,Extension
14,0.5024,0.564,Extension
15,0.477,0.5298,Extension
16,0.4751,0.5406,Extension
17,0.4624,0.5122,Extension
18,0.4643,0.5161,Extension
19,0.4878,0.5543,Extension
-,-,-,-
0,0.5005,0.5748,Extension
1,0.4927,0.566,Extension
2,0.5415,0.564,Extension
3,0.4927,0.5152,Extension
4,0.4917,0.5171,Extension
5,0.5826,0.608,Extension
6,0.5777,0.694,Extension
7,0.6325,0.6784,Extension
8,0.5992,0.7341,Extension
9,0.5152,0.5924,Extension
10,0.4721,0.5024,Extension
11,0.4457,0.48,Extension
12,0.433,0.4526,Extension
13,0.4702,0.523,Extension
14,0.5337,0.6246,Extension
15,0.5386,0.6413,Extension
16,0.5132,0.5943,Extension
17,0.4604,0.5083,Extension
18,0.4057,0.4223,Extension
19,0.4291,0.4516,Extension
-,-,-,-
0,0.5064,0.5973,Extension
1,0.5318,0.6334,Extension
2,0.5455,0.6452,Extension
3,0.4936,0.5611,Extension
4,0.4203,0.4321,Extension
5,0.4047,0.4057,Extension
6,0.4477,0.4848,Extension
7,0.4946,0.5679,Extension
8,0.5425,0.6256,Extension
9,0.5376,0.6051,Extension
10,0.4868,0.5621,Extension
11,0.5161,0.5445,Extension
12,0.5474,0.5836,Extension
13,0.4868,0.5435,Extension
14,0.5093,0.5689,Extension
15,0.5181,0.6061,Extension
16,0.4721,0.5298,Extension
17,0.4516,0.4995,Extension
18,0.4526,0.4956,Extension
19,0.4585,0.5112,Extension
-,-,-,-
0,0.477,0.5288,Extension
1,0.4907,0.5464,Extension
2,0.4653,0.522,Extension
3,0.4682,0.523,Extension
4,0.4643,0.5239,Extension
5,0.4702,0.5249,Extension
6,0.479,0.5288,Extension
7,0.4692,0.5064,Extension
8,0.4526,0.4839,Extension
9,0.5005,0.5865,Extension
10,0.6882,0.8162,Extension
11,0.5767,0.6608,Extension
12,0.5142,0.5914,Extension
13,0.48,0.5239,Extension
14,0.4663,0.5005,Extension
15,0.4761,0.52,Extension
16,0.478,0.5367,Extension
17,0.4936,0.5543,Extension
18,0.5112,0.5904,Extension
19,0.4956,0.5503,Extension
-,-,-,-
0,0.4692,0.5073,Extension
1,0.479,0.5269,Extension
2,0.4682,0.5122,Extension
3,0.4643,0.5161,Extension
4,0.5054,0.5728,Extension
5,0.4966,0.5572,Extension
6,0.4936,0.5093,Extension
7,0.5015,0.5679,Extension
8,0.5875,0.6716,Extension
9,0.5152,0.5601,Extension
10,0.5122,0.5533,Extension
11,0.4907,0.5533,Extension
12,0.4927,0.5689,Extension
13,0.5054,0.5797,Extension
14,0.4702,0.5318,Extension
15,0.4614,0.5044,Extension
16,0.4751,0.5386,Extension
17,0.4712,0.522,Extension
18,0.4878,0.5464,Extension
19,0.5093,0.5875,Extension
-,-,-,-
0,0.4839,0.5523,Extension
1,0.4702,0.522,Extension
2,0.4594,0.5132,Extension
3,0.4594,0.477,Extension
4,0.4663,0.5122,Extension
5,0.5044,0.5728,Extension
6,0.52,0.5982,Extension
7,0.5767,0.6735,Extension
8,0.6031,0.6559,Extension
9,0.521,0.6119,Extension
10,0.4653,0.4624,Extension
11,0.4731,0.5152,Extension
12,0.5191,0.6002,Extension
13,0.5425,0.6442,Extension
14,0.52,0.6041,Extension
15,0.4457,0.4809,Extension
16,0.4145,0.4262,Extension
17,0.4389,0.48,Extension
18,0.48,0.5445,Extension
19,0.5376,0.6393,Extension
-,-,-,-
0,0.5455,0.654,Extension
1,0.4897,0.5621,Extension
2,0.437,0.4692,Extension
3,0.4203,0.435,Extension
4,0.437,0.4604,Extension
5,0.5005,0.5904,Extension
6,0.5591,0.6569,Extension
7,0.6139,0.7527,Extension
8,0.5386,0.6989,Extension
9,0.5474,0.609,Extension
10,0.4682,0.4858,Extension
11,0.4966,0.5455,Extension
12,0.5337,0.6051,Extension
13,0.5171,0.5875,Extension
14,0.4868,0.5464,Extension
15,0.4526,0.5015,Extension
16,0.4428,0.479,Extension
17,0.479,0.5445,Extension
18,0.4897,0.5523,Extension
19,0.477,0.5347,Extension
-,-,-,-
0,0.4829,0.5396,Extension
1,0.4604,0.5103,Extension
2,0.4624,0.5142,Extension
3,0.4819,0.5533,Extension
4,0.4721,0.5406,Extension
5,0.4682,0.523,Extension
6,0.6266,0.6618,Extension
7,0.6549,0.6197,Extension
8,0.5386,0.5523,Extension
9,0.5064,0.5709,Extension
10,0.4907,0.5396,Extension
11,0.4712,0.5103,Extension
12,0.478,0.5308,Extension
13,0.4643,0.5112,Extension
14,0.4731,0.5279,Extension
15,0.5015,0.5748,Extension
16,0.4956,0.566,Extension
17,0.4858,0.5445,Extension
18,0.4858,0.5484,Extension
19,0.4565,0.4976,Extension
-,-,-,-
0,0.4506,0.4927,Extension
1,0.4839,0.5376,Extension
2,0.478,0.5376,Extension
3,0.5122,0.5826,Extension
4,0.7224,0.825,Extension
5,0.697,0.8964,Extension
6,0.5934,0.6403,Extension
7,0.4878,0.5445,Extension
8,0.4721,0.5269,Extension
9,0.4966,0.5562,Extension
10,0.4976,0.5689,Extension
11,0.4721,0.5318,Extension
12,0.4692,0.5318,Extension
13,0.4624,0.521,Extension
14,0.4565,0.5083,Extension
15,0.4848,0.5464,Extension
16,0.4956,0.5621,Extension
17,0.4888,0.5494,Extension
18,0.5024,0.5777,Extension
19,0.4741,0.5347,Extension
-,-,-,-
0,0.4457,0.479,Extension
1,0.4585,0.4995,Extension
2,0.4643,0.4985,Extension
3,0.5064,0.5327,Extension
4,0.5249,0.6452,Extension
5,0.5621,0.6764,Extension
6,0.6373,0.7214,Extension
7,0.5709,0.5621,Extension
8,0.437,0.4487,Extension
9,0.48,0.5152,Extension
10,0.5367,0.6403,Extension
11,0.5767,0.694,Extension
12,0.5738,0.697,Extension
13,0.4946,0.5709,Extension
14,0.4428,0.4848,Extension
15,0.4467,0.4946,Extension
16,0.5093,0.5992,Extension
17,0.5562,0.6657,Extension
18,0.5914,0.7253,Extension
19,0.5435,0.6491,Extension
